CAS	Tm	Tb	Hfus	Hvap	Hf	S0	LFL	UFL	T_flash	T_autoignition	RI	RIT	logP
771-61-9	307.15												
771-62-0	249.15												
771-63-1	442.15												
771-97-1	468.15												
771-98-2	262.15												
7710-20-5	336.55												
77140-51-3	332.65												
77159-76-3	334.15												
7716-66-7	312.15												
7719-09-7	168.70556	349.26111											
7719-12-2	160.92778	349.26111											
7719-79-1		860.75											
7719-80-4		863.89											
7719-83-7		900.578											
7719-85-9		948.35											
7719-87-1		907.45											
7719-88-2		910.15											
7719-89-3		914.05											
7719-90-6		909.33											
7719-93-9		918.19											
7719-95-1		881.85											
772-59-8	325.15												
77211-59-7	397.65												
7722-64-7					-813400								
7722-76-1					-1445000								
7722-84-1	272.718	423.35			-136110	109.6							
7722-88-5	1260.9278												
7723-14-0	863.15												
7726-95-6	265.95	331.95				152.2							
7727-37-9						191.6							
7727-43-7	1853.15												
77284-32-3	414.15												
773-64-8	328.15												
773-76-2	454.15												
773-82-0	275.15												
773-99-9	335.15												
77301-42-9	385.15												
7732-18-5	273.15	373.15		40656	-241818	69.9					1.3945		
7732-32-3	530.15												
77326-36-4	400.15												
77337-82-7	377.15												
773795-54-3	457.15												
7738-94-5	470.15												
773873-26-0	401.15												
774-53-8	350.15												
774-55-0	252.15												
7745-91-7	300.15												
7745-93-9	349.15												
7749-47-5	434.15												
7752-82-1	506.15												
77532-79-7	316.15												
7757-79-1	607.15	673.15	9800		-494000								
7757-82-6	360.15				-1387900								
7757-83-7	773.15												
7758-01-2	707.15				-342500								
7758-02-3	1003.15	1708.15											
7758-97-6	1117.15										2.3		
77585-94-5	461.15												
7759-02-6	1878.15												
776-04-5	296.15												
776-74-9	312.15												
776-75-0	322.15												
7761-88-8					-124400						1.744		
7764-95-6	356.15												
77644-45-2	439.15												
777-37-7	295.15												
777-84-4	367.15												
7772-79-4	460.15												
7772-98-7	321.65												
7772-99-8	520.15	896.15											
7773-06-0	404.26111												
7775-19-1	1239.15	1707.15			-1059000								
77770-09-3	359.15												
77771-02-9	304.15												
7778-18-9	1723.15				-1434555.6								
7778-50-9	671.15	773.15			-2033000								
7778-53-2	1613.15												
7778-54-3					-763200								
7778-80-5	1342.15	1962.15			-1437700								
778-82-5	316.15												
778-94-9	315.15												
7781-98-8	347.15												
77811-44-0	418.15												
7782-39-0						145							
7782-40-3						2.377					2.384		
7782-41-4	53.705556	84.816667											
7782-42-5						55.74							
7782-44-7						205.1							
7782-49-2	473.15	958.15											
7782-50-5	172.03889	239.26111				223.1							
7782-63-0	337.65	603.15											
7782-65-2	107.03889	184.81667											
7782-77-6	315.5	431.15											
7782-79-8	193.15	310.15											
7782-92-5	483.15	673.15			-118800								
7783-06-4	187.59444	212.59444				205.8	0.04	0.44					
7783-07-5	207.03889	232.03889											
7783-20-2					-1180000								
7783-34-8	352.15												
7783-41-7	49.261111	127.59444											
7783-48-4	1746.15	2762.15			-1217000								
7783-51-9					-1163000								
7783-54-2	66.483333	144.26111											
7783-56-4	565.15	649.15											
7783-60-0	152.59444	232.59444											
7783-61-1		208.15			-1614950								
7783-75-7					-580000								
7783-79-1	222.59444	238.70556											
7783-90-6	728.15	1820.15			-127010						2.0668		
7783-95-1	963.15	973.15											
7783-96-2	825.15	1779.15			-62400								
7784-42-1	155.92778	210.37222					0.051	0.78					
7784-46-5	823.15												
7785-70-8	211.15												
7785-87-7	973.15												
7786-61-0	300.15												
7787-20-4	277.15												
7787-69-1	910.15	1570.15			-406000						1.6984		
7789-00-6	1241.15	1273.15											
7789-09-5	453.15												
7789-17-5	903.15	1553.15			-336000						1.7876		
7789-18-6	687.15				505000								
7789-23-3	1120.15	1775.15			-392000								
7789-24-4					-620000	35.7							
7789-30-2	212.59444	313.70556											
7789-38-0					-342500								
7789-61-9	369.75	561.15											
7789-75-5	1691.15	2806.15			-1221000						1.4328		
779-02-2	352.65	469.65							469.65				
779-51-1	354.15												
7790-30-9					-124000								
7790-49-0	839.15	1110.15											
7790-69-4	528.15												
7790-91-2	197.03889	284.81667											
7791-21-1	152.55	275.35			80300								
7791-49-3	390.15												
779331-47-4	392.15												
7795-95-1	287.15												
78-00-2	143.15						0.018		366.48333				
78-07-9	195.15												
78-10-4	190.37222	442.03889							310.37222				
78-27-3	305.15												
78-30-8	284.26111								498.15				
78-34-2	253.15												
78-39-7		418.15									1.398		
78-50-2	328.15												
78-59-1	264.81667	488.15					0.008	0.038	357.59444				
78-62-6	203.15												
78-66-0	327.15												
78-75-1	218.15												
78-76-2	161.15												
78-77-3	155.15												
78-78-4		300.93											
78-79-5	127.15												
78-80-8	160.15												
78-81-9	188.15												
78-82-0	201.48333	377.03889							281.48333				
78-83-1	165.37222	381.48333	6320	41800	-334700		0.017	0.106	300.92778	688.15	1.3958		
78-84-2	208.15												
78-85-3	192.15												
78-86-4	132.15												
78-87-5	172.59444	369.81667					0.034	0.145	288.70556				
78-88-6	190.15												
78-90-0	236.15												
78-92-2	158.15	372.59444					0.017	0.098	297.03889				
78-93-3	187.03889	352.59444					0.014	0.114	264.26111				
78-94-4	266.15	354.55									1.4086		
78-95-5	228.15												
7803-51-2	139.26111	185.37222			5400		0.0179						
7803-52-3	185.37222	254.81667											
7803-58-9	365.15												
7803-62-5	88.15	161.48333											
7803-68-1	13931.15												
78031-18-2	351.15												
781-35-1	334.15												
781-43-1	456.15												
781-73-7	403.15												
78198-10-4	344.15												
782-17-2	462.15												
78208-72-7	348.15												
782391-52-0	545.65												
78266-06-5	467.15												
78383-62-7	407.15												
784-04-3	347.15												
784-14-5	385.15												
784-38-3	368.15												
784-57-6	400.15												
78433-88-2	490.15												
78443-72-8	325.15												
78473-00-4	391.15												
78495-63-3	398.15												
785-30-8	474.15												
78551-32-3	415.15												
78551-64-1	412.15												
78551-97-0	386.65												
78607-36-0	368.15												
787-69-9	465.15												
787-84-8	512.15												
787618-22-8	398.15												
78784-67-5	472.65												
78784-80-2	463.65												
78818-15-2	393.15												
78881-21-7	367.15												
789-25-3	316.15												
78985-13-4	385.15												
79-00-5	236.48333	387.03889					0.06	0.155					
79-01-6	200.37222	360.37222			-7530		0.08	0.105					
79-03-8	179.15												
79-04-9	251.48333	379.26111											
79-05-0	351.15												
79-06-1	357.59444								410.92778	697.15			
79-07-2	391.15												
79-08-3	320.15												
79-09-4	258.15	414.26111					0.029	0.121	325.37222				
79-10-7	285.92778	414.26111			-384090		0.024	0.0802	322.59444				
79-11-8	334.65												
79-14-1	350.15												
79-15-2	377.15												
79-16-3	301.15	475.15											
79-20-9	174.81667	330.37222					0.031	0.16	263.15				
79-21-0	273.25	383.15			340000						1.3964		
79-24-3	183.15	387.03889					0.034		300.92778				
79-27-6	273.15									608.15			
79-29-8	144.15	331.18											
79-30-1	183.15												
79-31-2	226.15												
79-33-4	326.15												
79-34-5	237.03889	419.81667											
79-37-8	261.15												
79-39-0	383.15												
79-41-4	289.26111	435.92778							350.37222				
79-42-5	284.15												
79-43-6	283.15												
79-44-7	240.37222	438.15							341.48333				
79-46-9	180.37222	393.70556					0.026	0.11	297.03889				
79-50-5	363.15												
79-77-6	224.15												
79-92-5									313.15		1.457		
79069-13-9	332.15												
79082-92-1		1033.45									1.609		
79099-07-3	347.15												
791-28-6	429.15												
791-29-7	340.15												
791-31-1	425.15												
79189-77-8	346.15												
792-74-5	487.15												
79265-34-2	328.15												
794-94-5	370.15												
79456-30-7	373.15												
79463-77-7	430.15												
79544-29-9	323.15												
79630-23-2	329.15												
79636-94-5	342.15												
80-00-2	365.15												
80-05-7	431.15	493.15											
80-07-9	422.15												
80-08-0	450.15												
80-09-1	521.15												
80-10-4	251.15												
80-17-1	376.15												
80-18-2	269.15												
80-30-8	361.15												
80-40-0	305.15												
80-46-6	362.15												
80-48-8	299.15												
80-58-0	269.15												
80-59-1	337.15												
80-62-6	225.37222	374.26111					0.017	0.082	283.15				
80-73-9	281.15												
80-97-7	415.15												
8001-35-2	363.15												
8002-05-9	200.37222	510.92778					0.011	0.059	233.15				
80025-72-5	372.15												
8003-34-7									360.92778				
8004-13-5	285.37222	530.37222							388.15				
8006-64-2	223.15	443.15					0.008		308.15				
8007-56-5	231.15	381.15											
8008-20-6	227.59444	598.15					0.007	0.05	345.37222	493.15			
80102-26-7	359.15												
80141-93-1	299.15												
80166-90-1	404.15												
802-93-7	283.15												
80221-11-0	314.15												
80278-67-7	388.15												
80285-16-1	331.15												
8030-30-6		493.15							315.92778				
8032-32-4		433.15					0.012	0.06	285.92778				
8038-65-1	335.15	373.15											
80466-79-1	312.15												
80500-27-2	523.15												
80517-21-1	344.15												
8052-41-3		475.37222							316.48333				
80563-86-6	344.15												
80745-07-9	331.15												
80826-86-4	403.15												
80866-80-4	350.15												
80983-34-2	494.15												
81-07-2	501.65												
81-08-3	393.15												
81-20-9	288.15												
81-23-2	510.15												
81-25-4	474.15												
81-49-2	500.15												
81-64-1	470.15												
81-81-2	434.26111												
81-83-4	574.15												
81-84-5	544.15												
81-96-9	439.15												
81015-49-8	437.15												
81016-40-2	339.9												
81067-38-1	332.15												
811-97-2	169.85												
81228-09-3	391.15												
81329-31-9	324.15												
814-29-9	340.15												
81477-94-3	387.15												
815-06-5	324.15												
81536-18-7	416.15												
81606-31-7	350.15												
81962-58-5	384.15												
82-05-3	446.15												
82-38-2	445.15												
82-43-9	475.15												
82-44-0	433.15												
82-45-1	527.15												
82-46-2	520.15												
82-86-0	531.15												
821-55-6	258.15												
821-95-4	224.15												
822-06-0	205.92778	485.92778							413.15				
822-36-6	324.15												
82228-96-4	3823.15												
823-22-3	291.15												
823-36-9	442.15												
823-40-5	378.15												
823-56-3	315.15												
823-76-7	239.15	453.15											
823-78-9	315.15												
82366-55-0	522.15												
82380-18-5	398.15												
824-46-4	362.15												
824-54-4	308.15												
824-62-4	313.15												
824-69-1	443.15												
824-75-9	429.15												
82417-45-6	333.15												
82419-26-9	334.15												
825-41-2	432.15												
825-44-5	411.15												
825-99-0	401.15												
82560-12-1	350.15												
826-55-1	354.15												
826-62-0	439.15												
826-81-3	345.15												
82671-02-1	364.15												
82671-06-5	427.15												
827-01-0	484.15												
827-20-3	304.15												
827-23-6	403.15												
827-43-0	448.15												
827-52-1	279.15												
827-54-3	338.15												
827-94-1	480.15												
827616-52-4	372.15												
827616-53-5	467.15												
82777-09-1	388.15												
828-27-3	291.15												
828-51-3	448.15												
828-73-9	349.15												
82830-49-7	298.15												
82842-52-2	309.15												
82846-18-2	480.15												
82894-98-2	482.15												
829-20-9	313.15												
82911-69-1	425.15												
82964-91-8	434.15												
82967-94-0	493.15												
